Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757190337,200,,Aggregated,112.100000,0.000000,99,180,260,310,490,2400,11000,15000,23000,31000,31000,7517,1849,99,682.8143817921609,24.2984090000391,30558.43025899958,5314.392842889451
1757190338,200,,Aggregated,113.600000,0.000000,98,180,250,300,480,2400,11000,15000,23000,31000,31000,7629,1849,98,674.0166361333897,24.2984090000391,30558.43025899958,5338.203434263993
1757190339,200,,Aggregated,112.500000,0.000000,97,170,250,300,470,2300,11000,15000,23000,31000,31000,7739,1849,97,665.5846238147661,24.2984090000391,30558.43025899958,5356.925184132317
1757190340,200,,Aggregated,111.700000,0.000000,97,170,240,300,470,2000,11000,15000,23000,31000,31000,7863,1849,97,656.3651640403768,24.2984090000391,30558.43025899958,5445.634490652423
1757190341,200,,Aggregated,112.700000,0.000000,96,160,240,290,460,1900,11000,15000,23000,31000,31000,7968,1849,96,649.029122038829,24.2984090000391,30558.43025899958,5438.539031124498
1757190342,200,,Aggregated,112.200000,0.000000,96,160,240,290,460,1800,11000,15000,22000,31000,31000,8079,1849,96,641.1790388003989,24.2984090000391,30558.43025899958,5472.103230597846
1757190343,200,,Aggregated,114.000000,0.000000,95,160,230,290,450,1700,11000,15000,22000,31000,31000,8194,1849,95,633.2815259011857,24.2984090000391,30558.43025899958,5459.81657310227
1757190344,200,,Aggregated,112.300000,0.000000,94,160,230,280,450,1600,11000,15000,22000,31000,31000,8313,1849,94,625.4324806265188,24.2984090000391,30558.43025899958,5473.268134247564
1757190345,200,,Aggregated,113.000000,0.000000,94,150,230,280,450,1500,11000,15000,22000,31000,31000,8429,1849,94,617.933696153207,24.2984090000391,30558.43025899958,5539.6614070471
1757190347,200,,Aggregated,111.900000,0.000000,93,150,230,280,440,1500,11000,14000,22000,31000,31000,8528,1849,93,611.8046262744233,24.2984090000391,30558.43025899958,5541.37734521576
1757190348,200,,Aggregated,113.500000,0.000000,93,150,220,270,440,1300,10000,14000,22000,31000,31000,8642,1849,93,604.7796690158917,24.2984090000391,30558.43025899958,5584.254686415182
1757190349,200,,Aggregated,111.900000,0.000000,92,140,220,270,430,1200,10000,14000,22000,31000,31000,8770,1849,92,596.9708701090365,24.2984090000391,30558.43025899958,5593.665792474344
