Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757191276,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757191277,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757191278,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757191279,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757191280,10,,Aggregated,0.000000,0.000000,720,730,750,850,900,900,900,900,900,900,900,9,0,720.0,696.0336219959167,498.93558499752544,896.704660000978,75141.22222222222
1757191281,15,,Aggregated,0.000000,0.000000,730,760,790,850,900,920,920,920,920,920,920,14,0,720.0,710.6555121406147,498.93558499752544,916.6591569955926,61224.92857142857
1757191282,20,,Aggregated,0.000000,0.000000,760,800,850,860,900,920,920,920,920,920,920,18,0,750.0,738.6099405525279,498.93558499752544,916.6591569955926,47676.055555555555
1757191283,20,,Aggregated,3.000000,0.000000,790,850,870,900,1000,4000,4000,4000,4000,4000,4000,20,0,760.0,914.2764017480658,498.93558499752544,3982.8677070036065,42921.2
1757191284,20,,Aggregated,3.000000,0.000000,790,850,870,900,1000,4000,4000,4000,4000,4000,4000,20,0,760.0,914.2764017480658,498.93558499752544,3982.8677070036065,42921.2
1757191287,20,,Aggregated,3.000000,0.000000,790,850,870,900,1000,4000,4000,4000,4000,4000,4000,20,0,760.0,914.2764017480658,498.93558499752544,3982.8677070036065,42921.2
